got_pizza,karma,age,raop_age,pop_request,activity,total_posts,raop_posts,prev_raop_post,words,poor,student,grateful,score
0,0,0,0,4,0,0,0,First Post,181,Poor not in post,No student,Grateful not in post,-12
1,186,351.247037037,0,7,20,24,0,First Post,71,Poor not in post,No student,Grateful not in post,8
0,0,0,0,3,0,0,0,First Post,67,Poor not in post,No student,Grateful not in post,-4
1,33,54.6449305556,44.831400463,8,25,10,3,Posted Before,56,Poor not in post,No student,Grateful not in post,1
0,46,227.491296296,0,65,5,3,0,First Post,21,Poor not in post,No student,Grateful not in post,-3
0,1448,316.75349537,42.3923726852,3,48,74,0,First Post,59,Poor not in post,No student,Grateful not in post,0
1,9335,677.983842593,85.2910300926,5,125,201,2,Posted Before,37,Poor not in post,No student,Grateful not in post,3
1,21185,730.75056713,0,6,100,131,0,First Post,41,Poor not in post,No student,Grateful not in post,0
0,1101,668.394930556,0,11,33,64,0,First Post,3,Poor not in post,No student,Grateful not in post,0
0,3567,584.080694444,0,4,34,54,0,First Post,51,Poor not in post,No student,Grateful not in post,1
1,909,155.070972222,0,5,13,5,0,First Post,46,Poor not in post,No student,Grateful not in post,3
0,712,114.193009259,0,6,19,4,0,First Post,213,Poor not in post,No student,Grateful not in post,-1
0,0,0,0,4,0,0,0,First Post,82,Poor not in post,No student,Grateful not in post,2
0,0,0,0,3,0,0,0,First Post,58,Poor not in post,No student,Grateful not in post,6
1,247,139.978414352,0,13,19,11,0,First Post,351,Poor not in post,No student,Grateful not in post,-4
0,4267,550.042291667,0,4,53,233,0,First Post,31,Poor not in post,No student,Grateful not in post,-2
0,0,0,0,3,0,0,0,First Post,73,Poor not in post,No student,Grateful not in post,2
0,115,815.397037037,0,4,4,9,0,First Post,95,Poor not in post,No student,Grateful not in post,1
0,0,0,0,2,0,0,0,First Post,7,Poor not in post,No student,Grateful not in post,-1
1,4682,167.178715278,0,12,14,34,0,First Post,37,Poor not in post,No student,Grateful not in post,-1
0,158,248.955486111,0,1,8,14,0,First Post,321,Poor in post,No student,Grateful not in post,-9
0,249,177.430428241,0,11,16,16,0,First Post,9,Poor not in post,No student,Grateful not in post,0
0,0,0,0,4,0,0,0,First Post,56,Poor not in post,No student,Grateful not in post,-3
0,0,0,0,1,0,0,0,First Post,117,Poor not in post,No student,Grateful not in post,23
0,2,15.8928240741,15.8928240741,1,1,2,2,Posted Before,30,Poor not in post,No student,Grateful not in post,6
1,921,316.985324074,0,1,38,16,0,First Post,216,Poor not in post,No student,Grateful not in post,0
0,1024,796.752164352,24.866087963,2,36,74,1,Posted Before,44,Poor not in post,No student,Grateful not in post,3
1,99,352.558576389,0,4,8,0,0,First Post,81,Poor not in post,No student,Grateful not in post,-1
0,2319,330.31474537,144.936747685,2,63,47,0,First Post,144,Poor in post,No student,Grateful not in post,-3
0,313,504.552893519,0,3,14,21,0,First Post,66,Poor not in post,No student,Grateful not in post,7
1,1520,172.424571759,92.7491435185,6,17,25,3,Posted Before,49,Poor not in post,No student,Grateful in post,6
0,2474,918.702256944,0,1,25,9,0,First Post,44,Poor not in post,No student,Grateful not in post,6
0,622,784.982592593,0,10,25,25,0,First Post,NA,Poor not in post,No student,Grateful not in post,NA
0,30,14.8325810185,0,3,3,0,0,First Post,73,Poor not in post,No student,Grateful not in post,-9
1,406,180.664641204,0,1,28,2,0,First Post,56,Poor not in post,No student,Grateful not in post,5
1,461,415.527916667,0,3,47,27,0,First Post,49,Poor not in post,No student,Grateful not in post,0
0,240,291.88412037,0,11,22,0,0,First Post,219,Poor not in post,Student,Grateful in post,4
0,2416,870.720300926,0,2,75,236,0,First Post,91,Poor not in post,No student,Grateful not in post,-6
1,1266,51.1622337963,45.6794444444,17,19,24,0,First Post,18,Poor not in post,No student,Grateful not in post,0
0,113,127.058391204,0,7,9,19,0,First Post,69,Poor not in post,No student,Grateful not in post,0
0,0,0,0,6,0,0,0,First Post,79,Poor not in post,No student,Grateful not in post,11
0,62,284.018761574,0,2,13,12,0,First Post,76,Poor not in post,No student,Grateful in post,0
0,0,0,0,5,0,0,0,First Post,53,Poor not in post,No student,Grateful not in post,0
1,63,104.457766204,0,2,10,3,0,First Post,42,Poor not in post,Student,Grateful not in post,7
1,3391,546.656516204,0,4,19,76,0,First Post,NA,Poor not in post,No student,Grateful not in post,NA
1,8,45.1664930556,45.1664930556,8,4,1,0,First Post,109,Poor not in post,No student,Grateful not in post,-1
0,12,17.0111342593,0,11,2,2,0,First Post,67,Poor not in post,No student,Grateful not in post,3
1,1447,219.930335648,0,2,11,18,0,First Post,33,Poor not in post,No student,Grateful not in post,-1
1,2060,246.321446759,40.9318865741,5,19,49,0,First Post,108,Poor not in post,No student,Grateful not in post,9
0,4,82.0683680556,0,3,3,4,0,First Post,91,Poor not in post,No student,Grateful not in post,-2
0,1,0,0,1,1,0,0,First Post,54,Poor not in post,No student,Grateful not in post,-2
0,1877,116.799270833,0,3,18,19,0,First Post,28,Poor not in post,No student,Grateful not in post,1
0,5,165.726979167,0,7,1,1,0,First Post,161,Poor not in post,No student,Grateful not in post,2
0,2,132.856793981,0,1,4,1,0,First Post,66,Poor not in post,No student,Grateful not in post,0
0,8,0,0,19,1,0,0,First Post,49,Poor not in post,No student,Grateful not in post,-1
1,1490,1138.77674769,0,1,24,47,0,First Post,58,Poor not in post,No student,Grateful not in post,0
1,1272,341.218622685,0,414,24,21,0,First Post,55,Poor not in post,No student,Grateful not in post,0
0,1,0.902071759259,0,5,1,1,0,First Post,72,Poor not in post,No student,Grateful not in post,-3
0,854,370.882615741,0,2,29,43,0,First Post,124,Poor not in post,No student,Grateful not in post,-6
0,237,1169.79663194,739.771006944,5,21,16,0,First Post,87,Poor not in post,No student,Grateful not in post,7
0,0,0,0,6,0,0,0,First Post,103,Poor not in post,No student,Grateful not in post,-6
0,530,940.101550926,258.217534722,3,36,10,0,First Post,109,Poor not in post,No student,Grateful not in post,10
0,59,31.1158333333,13.100162037,3,6,3,1,Posted Before,189,Poor not in post,No student,Grateful not in post,4
0,-6,45.0475578704,0,9,6,1,0,First Post,101,Poor not in post,No student,Grateful not in post,-4
0,2102,1151.8499537,0,6,42,118,0,First Post,139,Poor not in post,No student,Grateful not in post,-13
0,262,215.634247685,70.7101157407,1,23,5,0,First Post,30,Poor not in post,No student,Grateful not in post,0
0,377,120.849398148,0,2,43,23,0,First Post,49,Poor not in post,No student,Grateful not in post,2
0,550,137.758842593,0,4,24,14,0,First Post,40,Poor not in post,No student,Grateful not in post,3
0,0,0,0,2,0,0,0,First Post,244,Poor not in post,No student,Grateful not in post,-10
0,1,0,0,1,1,0,0,First Post,406,Poor not in post,No student,Grateful not in post,-12
1,10026,773.607407407,0,4,36,341,0,First Post,101,Poor not in post,No student,Grateful not in post,-3
0,0,0,0,6,0,0,0,First Post,70,Poor not in post,No student,Grateful not in post,4
0,807,329.980289352,0,5,54,56,0,First Post,51,Poor not in post,No student,Grateful not in post,-3
0,96,539.602430556,0,4,5,3,0,First Post,36,Poor not in post,No student,Grateful not in post,-1
0,946,591.693414352,0,7,9,11,0,First Post,147,Poor not in post,No student,Grateful not in post,-9
0,215,267.728518519,0,1,9,15,0,First Post,50,Poor not in post,No student,Grateful not in post,2
0,2694,440.3640625,0,2,38,49,0,First Post,7,Poor not in post,No student,Grateful not in post,NA
0,0,0,0,1,0,0,0,First Post,104,Poor not in post,No student,Grateful not in post,12
0,280,173.384710648,0,1,26,26,0,First Post,195,Poor not in post,Student,Grateful not in post,-15
0,966,72.6921412037,0,7,42,17,0,First Post,146,Poor not in post,Student,Grateful not in post,-5
1,1,0.3278125,0,4,1,0,0,First Post,316,Poor not in post,No student,Grateful not in post,-13
0,473,238.098368056,0,3,41,8,0,First Post,76,Poor not in post,No student,Grateful not in post,13
0,345,191.388159722,0,4,30,0,0,First Post,8,Poor not in post,No student,Grateful not in post,0
0,1322,558.876238426,153.917858796,1,20,16,0,First Post,66,Poor not in post,No student,Grateful not in post,5
1,1722,608.528055556,0,5,51,76,0,First Post,25,Poor not in post,No student,Grateful not in post,2
0,10,3.72688657407,0.840868055556,2,2,1,0,First Post,22,Poor not in post,No student,Grateful not in post,-3
0,85,344.69125,0,5,11,4,0,First Post,43,Poor not in post,No student,Grateful not in post,-6
0,-1,94.8703125,0,2,4,3,0,First Post,59,Poor not in post,No student,Grateful not in post,1
0,47,107.268576389,0.00658564814815,9,2,0,0,First Post,45,Poor not in post,No student,Grateful not in post,2
1,5132,201.138391204,60.9469212963,5,38,43,0,First Post,92,Poor not in post,No student,Grateful not in post,-5
0,403,167.438148148,0,2,15,25,0,First Post,68,Poor not in post,No student,Grateful not in post,2
0,20,82.0616435185,0,2,4,0,0,First Post,110,Poor not in post,No student,Grateful not in post,5
0,0,0,0,5,0,0,0,First Post,201,Poor in post,No student,Grateful not in post,-17
1,23,104.895405093,0,2,7,0,0,First Post,77,Poor not in post,No student,Grateful not in post,-9
0,5229,610.667222222,0,9,53,86,0,First Post,113,Poor not in post,No student,Grateful not in post,7
1,2556,350.838738426,0,3,39,9,0,First Post,67,Poor not in post,No student,Grateful in post,3
0,0,0,0,3,0,0,0,First Post,33,Poor not in post,No student,Grateful not in post,0
0,2973,518.021458333,0,7,26,46,0,First Post,104,Poor not in post,No student,Grateful not in post,-11
0,3,0,0,4,1,0,0,First Post,226,Poor not in post,No student,Grateful not in post,-2
0,1418,90.9634259259,0,5,28,11,0,First Post,72,Poor not in post,No student,Grateful not in post,4
1,248,200.208622685,0,4,15,12,0,First Post,91,Poor not in post,Student,Grateful not in post,-3
0,108,87.8061574074,0,4,19,37,0,First Post,NA,Poor not in post,No student,Grateful not in post,NA
1,693,656.88837963,0,12,23,71,0,First Post,152,Poor not in post,No student,Grateful not in post,6
1,3829,1427.94800926,0,4,59,53,0,First Post,66,Poor not in post,No student,Grateful not in post,6
1,10,154.612060185,0,8,2,0,0,First Post,43,Poor not in post,No student,Grateful not in post,1
0,412,144.587731481,0,26,16,10,0,First Post,118,Poor not in post,No student,Grateful not in post,1
0,4,808.338101852,0,4,2,0,0,First Post,48,Poor not in post,No student,Grateful not in post,5
0,1,0,0,2,1,0,0,First Post,78,Poor not in post,No student,Grateful not in post,16
1,5060,162.053900463,0,32,9,5,0,First Post,103,Poor not in post,No student,Grateful not in post,-1
1,0,0,0,2,0,0,0,First Post,85,Poor not in post,No student,Grateful in post,-1
0,0,0,0,4,0,0,0,First Post,45,Poor not in post,No student,Grateful not in post,0
1,825,120.674212963,0,14,12,4,0,First Post,59,Poor not in post,No student,Grateful not in post,3
1,12,404.490902778,0,3,1,0,0,First Post,112,Poor not in post,No student,Grateful not in post,-1
0,6,42.7910648148,0,3,2,1,0,First Post,19,Poor not in post,No student,Grateful not in post,5
1,286,153.992569444,0,2,23,11,0,First Post,91,Poor not in post,No student,Grateful not in post,-1
1,431,425.963530093,0,4,14,9,0,First Post,30,Poor not in post,No student,Grateful not in post,0
0,0,0,0,3,0,0,0,First Post,45,Poor not in post,No student,Grateful not in post,-3
0,0,0,0,6,0,0,0,First Post,63,Poor not in post,No student,Grateful not in post,2
0,6578,430.805625,0,6,71,229,0,First Post,113,Poor not in post,No student,Grateful not in post,3
0,161,328.750243056,0,6,16,9,0,First Post,15,Poor not in post,No student,Grateful not in post,-1
1,89,155.539097222,0,1,9,14,0,First Post,131,Poor not in post,No student,Grateful not in post,1
1,0,0,0,2,0,0,0,First Post,967,Poor not in post,No student,Grateful not in post,-13
0,930,41.1477893519,0,2,10,8,0,First Post,11,Poor not in post,Student,Grateful not in post,0
0,1039,180.45318287,43.9719791667,3,26,13,0,First Post,43,Poor not in post,Student,Grateful not in post,1
0,3767,301.972546296,205.794803241,4,43,9,0,First Post,39,Poor not in post,No student,Grateful not in post,-3
0,0,0,0,4,0,0,0,First Post,56,Poor not in post,No student,Grateful not in post,2
0,41,288.607650463,0,11,9,1,0,First Post,71,Poor not in post,Student,Grateful not in post,-2
1,928,166.753726852,0,1,36,2,0,First Post,154,Poor not in post,No student,Grateful not in post,-3
1,2353,286.809259259,0,13,35,39,0,First Post,137,Poor not in post,No student,Grateful not in post,-2
1,401,119.154131944,7.87278935185,3,7,7,1,Posted Before,NA,Poor not in post,No student,Grateful not in post,NA
0,3157,280.263263889,0,3,19,13,0,First Post,17,Poor not in post,No student,Grateful not in post,2
0,81,37.0185300926,0,9,11,2,0,First Post,80,Poor not in post,Student,Grateful not in post,-4
0,2,43.8588425926,0,1,2,0,0,First Post,219,Poor not in post,Student,Grateful not in post,12
0,16,35.7680092593,0,6,5,2,0,First Post,102,Poor not in post,No student,Grateful not in post,-1
0,38,32.5995601852,0.799583333333,3,13,2,1,Posted Before,14,Poor not in post,No student,Grateful not in post,0
1,1,0.288518518519,0,1,2,0,0,First Post,25,Poor not in post,Student,Grateful not in post,0
0,1645,438.02005787,0,4,13,17,0,First Post,87,Poor not in post,No student,Grateful not in post,3
0,70,53.9022569444,0,4,7,11,0,First Post,23,Poor not in post,No student,Grateful not in post,4
0,2468,349.859525463,0,1,28,27,0,First Post,127,Poor not in post,No student,Grateful not in post,3
0,1628,485.349502315,35.3294907407,9,100,40,0,First Post,48,Poor not in post,No student,Grateful not in post,15
1,521,542.734814815,0,2,29,28,0,First Post,44,Poor not in post,No student,Grateful not in post,9
0,0,0,0,1,0,0,0,First Post,3,Poor not in post,No student,Grateful not in post,0
0,3217,501.816828704,0,3,76,6,0,First Post,15,Poor not in post,No student,Grateful not in post,0
1,1044,753.715509259,477.252858796,1,36,57,2,Posted Before,151,Poor not in post,No student,Grateful not in post,-3
1,125,97.5894444444,0,6,12,12,0,First Post,261,Poor not in post,No student,Grateful not in post,-8
0,0,0,0,24,0,0,0,First Post,138,Poor not in post,No student,Grateful not in post,-2
0,1824,608.206261574,518.054201389,21,52,36,0,First Post,91,Poor not in post,No student,Grateful not in post,-6
0,1236,605.069884259,0,6,24,69,0,First Post,56,Poor not in post,No student,Grateful not in post,2
0,547,345.674710648,0,7,35,30,0,First Post,42,Poor not in post,No student,Grateful not in post,4
0,1,117.974074074,0,3,1,1,0,First Post,64,Poor not in post,No student,Grateful not in post,-8
1,21,245.824583333,207.750451389,4,6,1,0,First Post,91,Poor not in post,No student,Grateful not in post,0
0,1373,492.067592593,0,14,16,13,0,First Post,39,Poor not in post,No student,Grateful not in post,-1
0,0,0,0,2,0,0,0,First Post,19,Poor not in post,No student,Grateful not in post,5
0,1959,596.689456019,0,1,31,25,0,First Post,NA,Poor not in post,No student,Grateful not in post,NA
0,2,0,0,7,1,0,0,First Post,47,Poor not in post,No student,Grateful not in post,-1
1,121,17.8384722222,0,4,18,2,0,First Post,44,Poor not in post,Student,Grateful not in post,3
1,343,123.759282407,0,19,16,1,0,First Post,36,Poor not in post,No student,Grateful not in post,6
0,2350,599.860636574,0,6,34,14,0,First Post,85,Poor not in post,No student,Grateful not in post,-2
0,2175,220.810185185,0,2,67,47,0,First Post,120,Poor not in post,No student,Grateful not in post,0
0,11,8.80950231481,0,3,3,1,0,First Post,105,Poor not in post,Student,Grateful not in post,2
0,0,0,0,12,0,0,0,First Post,40,Poor not in post,No student,Grateful not in post,4
1,4770,331.786122685,0,4,20,63,0,First Post,89,Poor not in post,No student,Grateful in post,2
0,0,0,0,2,0,0,0,First Post,83,Poor not in post,No student,Grateful not in post,5
0,121,224.830914352,0,2,10,8,0,First Post,166,Poor not in post,No student,Grateful not in post,-7
0,0,0,0,8,0,0,0,First Post,111,Poor not in post,No student,Grateful not in post,-5
0,1260,370.140324074,0,3,21,16,0,First Post,166,Poor not in post,No student,Grateful not in post,-3
1,450,598.094606481,0,11,11,39,0,First Post,109,Poor not in post,No student,Grateful not in post,-7
0,784,361.748310185,0,4,17,11,0,First Post,16,Poor not in post,No student,Grateful not in post,-3
0,6119,500.034467593,95.8362847222,5,48,25,1,Posted Before,46,Poor not in post,No student,Grateful not in post,5
0,810,291.695856481,0,6,11,1,0,First Post,50,Poor not in post,No student,Grateful not in post,-1
0,2196,740.570474537,0,2,30,32,0,First Post,48,Poor not in post,No student,Grateful not in post,1
0,23,149.112789352,0,3,6,0,0,First Post,58,Poor not in post,No student,Grateful not in post,5
0,21,35.8779976852,0,6,4,3,0,First Post,246,Poor not in post,No student,Grateful not in post,-2
1,256,735.162546296,0,3,18,12,0,First Post,36,Poor not in post,No student,Grateful not in post,3
0,0,0,0,4,0,0,0,First Post,303,Poor not in post,No student,Grateful not in post,4
1,5,339.63744213,0,3,2,2,0,First Post,106,Poor not in post,No student,Grateful not in post,3
0,0,0,0,6,0,0,0,First Post,43,Poor not in post,No student,Grateful in post,10
0,0,0,0,4,1,0,0,First Post,65,Poor not in post,No student,Grateful not in post,5
0,0,0,0,1,0,0,0,First Post,12,Poor not in post,No student,Grateful not in post,2
0,9,307.817326389,294.773842593,16,2,0,0,First Post,72,Poor not in post,No student,Grateful not in post,8
0,3,0.005625,0.005625,8,1,1,1,Posted Before,48,Poor not in post,No student,Grateful not in post,9
0,0,0,0,8,0,0,0,First Post,38,Poor not in post,No student,Grateful not in post,8
0,899,258.781342593,0,4,5,2,0,First Post,52,Poor not in post,No student,Grateful not in post,-1
0,6095,314.904618056,0,1,162,15,0,First Post,94,Poor not in post,No student,Grateful not in post,3
0,204,221.112465278,0,4,15,17,0,First Post,107,Poor not in post,No student,Grateful not in post,-7
1,247,197.670034722,0,11,15,13,0,First Post,89,Poor not in post,Student,Grateful not in post,-3
0,4811,243.605868056,0,4,88,294,0,First Post,30,Poor not in post,No student,Grateful not in post,-2
0,248,73.0108796296,0,5,6,12,0,First Post,85,Poor not in post,No student,Grateful not in post,3
1,8257,501.130740741,101.006631944,2,46,208,0,First Post,24,Poor not in post,No student,Grateful not in post,0
0,40,4.92971064815,0,10,8,0,0,First Post,209,Poor not in post,No student,Grateful not in post,3
1,0,0,0,16,0,0,0,First Post,49,Poor not in post,No student,Grateful not in post,2
0,663,930.8075,0,1,23,30,0,First Post,34,Poor not in post,No student,Grateful not in post,1
0,13,43.1196180556,0,3,3,1,0,First Post,95,Poor not in post,No student,Grateful not in post,2
0,0,0,0,2,0,0,0,First Post,11,Poor not in post,No student,Grateful not in post,-2
0,1335,542.096296296,0,8,19,40,0,First Post,253,Poor not in post,Student,Grateful not in post,-17
0,15,179.958923611,0,6,5,2,0,First Post,129,Poor not in post,No student,Grateful not in post,-2
1,2,0.48412037037,0,3,1,0,0,First Post,63,Poor not in post,Student,Grateful not in post,0
0,0,0,0,6,0,0,0,First Post,106,Poor not in post,No student,Grateful not in post,6
1,5999,105.071388889,0,2,28,76,0,First Post,115,Poor not in post,Student,Grateful not in post,-5
0,0,0,0,2,0,0,0,First Post,127,Poor not in post,No student,Grateful not in post,-3
0,2346,315.939444444,0,11,32,64,0,First Post,49,Poor not in post,No student,Grateful not in post,4
0,6,171.04537037,0,2,4,2,0,First Post,46,Poor not in post,No student,Grateful not in post,1
0,441,59.6732523148,0,5,6,6,0,First Post,131,Poor not in post,No student,Grateful not in post,-2
0,779,169.002048611,0,1,12,4,0,First Post,23,Poor not in post,No student,Grateful not in post,3
0,0,0,0,2,0,0,0,First Post,144,Poor not in post,No student,Grateful not in post,3
0,2737,502.105150463,145.776990741,4,24,44,0,First Post,20,Poor not in post,No student,Grateful not in post,0
0,574,205.548842593,0,4,25,24,0,First Post,62,Poor not in post,No student,Grateful not in post,-7
0,13,190.385694444,0,1,3,1,0,First Post,84,Poor not in post,No student,Grateful not in post,-5
1,1116,38.1694560185,0,19,5,7,0,First Post,31,Poor not in post,No student,Grateful not in post,1
0,2,20.8261458333,0,2,1,1,0,First Post,60,Poor not in post,No student,Grateful not in post,4
1,2081,271.973229167,0,2,40,7,0,First Post,109,Poor not in post,No student,Grateful not in post,4
0,0,0,0,1,0,0,0,First Post,103,Poor not in post,No student,Grateful not in post,19
0,2126,43.202025463,0,3,27,24,0,First Post,56,Poor not in post,No student,Grateful not in post,4
0,1387,169.169791667,0.184652777778,14,34,21,0,First Post,55,Poor not in post,No student,Grateful not in post,1
0,1671,151.711365741,0,10,15,32,0,First Post,33,Poor not in post,Student,Grateful not in post,5
0,823,361.03056713,0,2,12,9,0,First Post,197,Poor not in post,No student,Grateful not in post,1
0,421,658.355856481,0,3,20,16,0,First Post,32,Poor not in post,No student,Grateful not in post,2
0,0,0.0252546296296,0.0252546296296,4,1,1,1,Posted Before,72,Poor not in post,No student,Grateful not in post,1
1,48,164.810625,0,6,11,1,0,First Post,143,Poor not in post,Student,Grateful not in post,2
0,121,667.744652778,0,3,2,6,0,First Post,12,Poor not in post,No student,Grateful not in post,0
0,84,218.219525463,0,4,7,7,0,First Post,45,Poor not in post,Student,Grateful not in post,2
0,0,0,0,1,0,0,0,First Post,61,Poor not in post,No student,Grateful not in post,3
0,2,2.15012731481,2.15012731481,1,1,0,0,First Post,31,Poor not in post,No student,Grateful not in post,4
0,772,70.1257060185,0,4,8,14,0,First Post,187,Poor not in post,No student,Grateful not in post,-17
0,6286,491.897303241,2.01378472222,12,33,116,1,Posted Before,6,Poor not in post,No student,Grateful not in post,0
0,3,144.09818287,0,3,2,1,0,First Post,81,Poor not in post,No student,Grateful not in post,-3
1,1369,662.548865741,413.207349537,6,21,49,0,First Post,15,Poor not in post,No student,Grateful not in post,1
0,0,45.2979050926,0,1,1,1,0,First Post,40,Poor not in post,No student,Grateful not in post,1
0,0,0,0,2,0,0,0,First Post,174,Poor not in post,No student,Grateful not in post,-2
0,0,0,0,10,0,0,0,First Post,89,Poor not in post,No student,Grateful not in post,2
0,29,12.8372337963,0,2,8,13,0,First Post,5,Poor not in post,No student,Grateful not in post,-2
0,3,0.882407407407,0.882407407407,3,1,0,0,First Post,123,Poor in post,No student,Grateful in post,-2
0,72,303.979201389,0,13,12,8,0,First Post,47,Poor not in post,No student,Grateful not in post,4
0,-1,0,0,1,1,0,0,First Post,263,Poor not in post,No student,Grateful not in post,1
0,3982,361.381493056,0,6,11,0,0,First Post,39,Poor not in post,No student,Grateful not in post,6
0,99,78.0339930556,0,5,13,5,0,First Post,127,Poor not in post,No student,Grateful not in post,-4
0,0,0,0,7,0,0,0,First Post,35,Poor not in post,No student,Grateful not in post,-2
0,0,0,0,1,0,0,0,First Post,39,Poor not in post,No student,Grateful not in post,-1
1,278,190.863194444,0,2,19,15,0,First Post,106,Poor not in post,No student,Grateful not in post,-3
0,182,204.846689815,67.9859606481,6,11,3,0,First Post,44,Poor not in post,Student,Grateful not in post,0
0,37,73.3224768519,0,1,7,9,0,First Post,97,Poor not in post,No student,Grateful not in post,-4
0,11,51.8262731481,0,2,1,1,0,First Post,164,Poor not in post,No student,Grateful not in post,7
1,719,372.778020833,0,3,15,6,0,First Post,129,Poor not in post,Student,Grateful not in post,7
0,807,234.921388889,170.063645833,7,23,19,0,First Post,NA,Poor not in post,No student,Grateful not in post,NA
0,412,1176.95825231,0,2,34,5,0,First Post,117,Poor not in post,No student,Grateful not in post,5
0,4,0,0,4,1,0,0,First Post,8,Poor not in post,No student,Grateful not in post,5
0,0,0,0,7,0,0,0,First Post,35,Poor not in post,No student,Grateful not in post,0
0,208,457.162303241,0,5,9,2,0,First Post,16,Poor not in post,No student,Grateful not in post,0
0,4874,513.692395833,0,112,37,30,0,First Post,133,Poor not in post,No student,Grateful not in post,-4
0,46,138.675381944,0,2,10,3,0,First Post,59,Poor not in post,No student,Grateful not in post,2
0,984,212.110266204,0,1,15,5,0,First Post,76,Poor not in post,No student,Grateful not in post,-8
0,3914,177.202731481,0,4,7,22,0,First Post,87,Poor not in post,No student,Grateful not in post,-3
0,621,158.798171296,0,3,20,7,0,First Post,18,Poor not in post,No student,Grateful not in post,-2
0,0,0,0,2,0,0,0,First Post,132,Poor not in post,No student,Grateful not in post,3
1,15091,491.06875,0,10,39,26,0,First Post,18,Poor not in post,No student,Grateful not in post,5
1,148,403.111284722,0,2,13,10,0,First Post,60,Poor not in post,Student,Grateful not in post,-4
0,2544,181.365358796,0,2,48,29,0,First Post,63,Poor not in post,No student,Grateful not in post,0
0,637,647.209641204,0,3,33,11,0,First Post,70,Poor not in post,Student,Grateful not in post,0
0,2795,482.843460648,0,3,18,31,0,First Post,75,Poor not in post,No student,Grateful not in post,8
0,115,318.753229167,0,2,14,8,0,First Post,32,Poor not in post,No student,Grateful not in post,2
1,550,166.07087963,0,1,23,31,0,First Post,35,Poor not in post,No student,Grateful not in post,-1
1,369,481.32494213,0,8,10,11,0,First Post,55,Poor not in post,Student,Grateful not in post,3
0,19,136.836724537,0,11,1,1,0,First Post,87,Poor not in post,Student,Grateful not in post,1
0,3,0,0,6,1,0,0,First Post,157,Poor not in post,No student,Grateful not in post,-1
0,15,582.723784722,0,6,5,3,0,First Post,42,Poor not in post,No student,Grateful not in post,2
0,4571,211.271875,0,3,37,63,0,First Post,56,Poor not in post,No student,Grateful not in post,7
0,21,98.0354282407,0,2,7,0,0,First Post,33,Poor not in post,No student,Grateful not in post,-1
0,444,420.785300926,0,1,18,16,0,First Post,15,Poor not in post,No student,Grateful not in post,-2
0,649,462.85869213,0,3,28,13,0,First Post,73,Poor in post,No student,Grateful not in post,-11
0,1,0,0,3,1,0,0,First Post,16,Poor not in post,No student,Grateful not in post,0
1,709,376.613946759,0,3,29,46,0,First Post,134,Poor not in post,No student,Grateful not in post,16
0,6,282.168414352,0,28,1,0,0,First Post,78,Poor not in post,No student,Grateful not in post,3
0,285,20.8775925926,0,2,12,12,0,First Post,41,Poor not in post,No student,Grateful not in post,-4
1,738,658.366863426,638.983263889,5,18,9,0,First Post,33,Poor not in post,No student,Grateful not in post,2
1,78,241.987731481,0,3,17,10,0,First Post,87,Poor not in post,No student,Grateful not in post,5
0,834,104.465925926,0,17,20,25,0,First Post,4,Poor not in post,No student,Grateful not in post,1
0,4737,363.778553241,0,12,27,84,0,First Post,15,Poor not in post,No student,Grateful not in post,NA
1,1787,960.992106481,0,3,18,9,0,First Post,44,Poor not in post,No student,Grateful not in post,1
0,70,13.0223032407,0,5,9,5,0,First Post,60,Poor not in post,No student,Grateful in post,6
0,161,321.06556713,0,10,10,11,0,First Post,108,Poor not in post,No student,Grateful not in post,0
0,656,289.848611111,0,5,22,46,0,First Post,73,Poor in post,Student,Grateful not in post,5
0,851,103.548969907,0,2,12,4,0,First Post,83,Poor not in post,No student,Grateful not in post,-3
1,2927,421.694097222,0,4,40,16,0,First Post,64,Poor not in post,No student,Grateful not in post,-4
1,0,0,0,9,0,0,0,First Post,184,Poor not in post,No student,Grateful not in post,4
0,0,0,0,3,0,0,0,First Post,67,Poor not in post,No student,Grateful not in post,1
0,0,0,0,5,0,0,0,First Post,62,Poor not in post,No student,Grateful not in post,0
1,2,0.631261574074,0,24,1,0,0,First Post,48,Poor not in post,No student,Grateful not in post,2
0,0,0,0,3,1,0,0,First Post,55,Poor not in post,No student,Grateful not in post,3
0,1,0,0,5,1,0,0,First Post,247,Poor not in post,Student,Grateful not in post,6
1,1370,391.652071759,0,16,42,26,0,First Post,118,Poor not in post,No student,Grateful not in post,6
0,1025,71.8404398148,0,2,15,23,0,First Post,23,Poor not in post,No student,Grateful not in post,0
0,0,0,0,4,0,0,0,First Post,53,Poor not in post,No student,Grateful not in post,0
0,378,99.177662037,0,3,17,30,0,First Post,133,Poor not in post,No student,Grateful in post,3
0,0,0,0,7,0,0,0,First Post,37,Poor not in post,No student,Grateful not in post,-17
0,1,0,0,4,1,0,0,First Post,175,Poor not in post,No student,Grateful not in post,25
0,0,0,0,3,0,0,0,First Post,44,Poor not in post,No student,Grateful not in post,-6
1,0,0,0,8,0,0,0,First Post,61,Poor not in post,No student,Grateful not in post,3
0,0,0,0,8,0,0,0,First Post,44,Poor not in post,No student,Grateful not in post,0
0,95,177.735428241,0,1,4,1,0,First Post,128,Poor not in post,No student,Grateful not in post,4
